customer_id,post_id,platform,content,timestamp,sentiment_id,intent
67,POST-67-3,LinkedIn,My credit card benefits was poor. During college whether possible. service.,2025-03-17T17:49:53,2,Complaint
67,POST-67-4,Instagram,My online banking experience was poor. Student tough former low mouth. rate.,2025-03-18T17:49:53,1,Recommendation
68,POST-68-0,Instagram,My online banking experience was poor. Enough visit local travel security girl. service.,2024-12-28T17:49:53,1,Praise
68,POST-68-1,LinkedIn,My online banking experience was poor. Bed arrive standard yes despite. interest.,2025-01-30T17:49:53,1,Praise
68,POST-68-2,Facebook,My investment advice was poor. Expect sing speak three generation charge. interest.,2025-03-11T17:49:53,1,Feedback
68,POST-68-3,Twitter,My customer service was poor. Behavior crime Mr find cultural music. service.,2025-01-08T17:49:53,3,Complaint
68,POST-68-4,Facebook,My credit card benefits was poor. Authority inside behind easy crime. service.,2025-02-15T17:49:53,3,Inquiry
69,POST-69-0,Instagram,My customer service was poor. Method style himself recognize. interest.,2025-01-10T17:49:53,1,Praise
69,POST-69-1,LinkedIn,My loan application was poor. Special accept born gun many TV. fees.,2025-01-17T17:49:53,3,Inquiry
69,POST-69-2,LinkedIn,My online banking experience was poor. Between economic wish partner. rate.,2025-02-07T17:49:53,3,Recommendation
69,POST-69-3,Facebook,My credit card benefits was poor. Evening those process message position them rate. service.,2025-01-06T17:49:53,2,Praise
69,POST-69-4,Twitter,My online banking experience was poor. Again play realize high stage billion. interest.,2025-03-19T17:49:53,1,Complaint
70,POST-70-0,Instagram,My credit card benefits was poor. Call letter service international over. approval.,2025-01-03T17:49:53,2,Complaint
70,POST-70-1,Instagram,My customer service was poor. Control card especially American. service.,2025-01-16T17:49:53,3,Feedback
70,POST-70-2,LinkedIn,My online banking experience was poor. Pm military good. service.,2025-02-15T17:49:53,3,Recommendation
70,POST-70-3,Twitter,My loan application was poor. Best pressure about always. interest.,2025-03-15T17:49:53,1,Complaint
70,POST-70-4,Twitter,My loan application was poor. Executive conference foot quickly radio put institution. service.,2025-02-03T17:49:53,1,Praise
71,POST-71-0,LinkedIn,My online banking experience was excellent. History win career daughter bad past nature. rate.,2025-03-09T17:49:53,5,Complaint
71,POST-71-1,LinkedIn,My loan application was excellent. Half simple certain military boy south discussion most. service.,2025-01-19T17:49:53,3,Praise
71,POST-71-2,Twitter,My customer service was excellent. Put professional risk level. interest.,2025-02-06T17:49:53,3,Complaint
71,POST-71-3,Instagram,My customer service was excellent. My out bit news bag grow. service.,2025-02-23T17:49:53,4,Praise
71,POST-71-4,LinkedIn,My customer service was excellent. Author board continue sell suffer friend discuss. fees.,2025-02-12T17:49:53,3,Recommendation
72,POST-72-0,Facebook,My loan application was excellent. Turn sell once past else painting. rate.,2025-02-04T17:49:53,5,Recommendation
72,POST-72-1,Twitter,My online banking experience was excellent. Today hope hotel if carry. rate.,2025-03-05T17:49:53,5,Complaint
72,POST-72-2,Facebook,My investment advice was excellent. Financial education glass car among. rate.,2025-02-23T17:49:53,5,Inquiry
72,POST-72-3,Instagram,My loan application was excellent. Personal work good away. rate.,2025-01-19T17:49:53,4,Complaint
72,POST-72-4,Instagram,My investment advice was excellent. Situation opportunity news firm draw job city. rate.,2025-03-20T17:49:53,4,Recommendation
73,POST-73-0,Facebook,My online banking experience was poor. Agent south represent class seat idea. interest.,2025-01-13T17:49:53,1,Feedback
73,POST-73-1,Instagram,My credit card benefits was poor. Sort despite store the tonight owner. app.,2024-12-27T17:49:53,3,Feedback
73,POST-73-2,Instagram,My loan application was poor. City new drug growth probably nature. rate.,2025-03-13T17:49:53,2,Recommendation
73,POST-73-3,Twitter,My customer service was poor. Hotel particularly bed their. service.,2025-01-20T17:49:53,1,Recommendation
73,POST-73-4,LinkedIn,My loan application was poor. However left always onto fly ok chair. approval.,2025-01-14T17:49:53,3,Feedback
74,POST-74-0,Facebook,My investment advice was excellent. Everyone charge service teacher appear hot doctor. fees.,2025-02-16T17:49:53,4,Feedback
74,POST-74-1,Instagram,My investment advice was excellent. Apply attorney various treatment down task. service.,2025-01-19T17:49:53,5,Praise
74,POST-74-2,Instagram,My credit card benefits was excellent. Detail or range research. app.,2025-01-26T17:49:53,4,Feedback
74,POST-74-3,Instagram,My credit card benefits was excellent. Stay politics head wind authority cut pull southern. interest.,2025-02-17T17:49:53,5,Inquiry
74,POST-74-4,Instagram,My loan application was excellent. Development or expect understand second. service.,2025-02-08T17:49:53,4,Praise
75,POST-75-0,LinkedIn,My online banking experience was excellent. Half all page identify field several. approval.,2025-02-11T17:49:53,4,Complaint
75,POST-75-1,Twitter,My credit card benefits was excellent. Around physical only usually. interest.,2025-02-01T17:49:53,3,Inquiry
75,POST-75-2,Facebook,My online banking experience was excellent. Decade should second be building. fees.,2025-02-02T17:49:53,5,Feedback
75,POST-75-3,Twitter,My investment advice was excellent. Same artist price close condition institution similar information. rate.,2025-01-29T17:49:53,4,Recommendation
75,POST-75-4,Facebook,My customer service was excellent. Another upon opportunity reflect discussion challenge audience evening. fees.,2025-03-07T17:49:53,5,Feedback
76,POST-76-0,Instagram,My investment advice was poor. Method face decision minute strong. interest.,2025-03-23T17:49:53,1,Inquiry
76,POST-76-1,LinkedIn,My investment advice was poor. South human worry effect. service.,2025-03-09T17:49:53,1,Inquiry
76,POST-76-2,Facebook,My loan application was poor. Author let best analysis marriage car energy. approval.,2025-02-11T17:49:53,2,Praise
76,POST-76-3,Twitter,My credit card benefits was poor. Maybe heavy last section learn again both. interest.,2025-02-12T17:49:53,1,Praise
76,POST-76-4,Instagram,My customer service was poor. Bad democratic opportunity name. rate.,2025-03-01T17:49:53,1,Inquiry
77,POST-77-0,Twitter,My loan application was excellent. Yet kitchen degree its see respond plan. service.,2025-01-25T17:49:53,5,Praise
77,POST-77-1,Facebook,My credit card benefits was excellent. So stand space. service.,2025-02-08T17:49:53,5,Praise
77,POST-77-2,Twitter,My credit card benefits was excellent. Thought improve art available issue same. approval.,2025-03-11T17:49:53,5,Recommendation
77,POST-77-3,Twitter,My online banking experience was excellent. Most item matter soldier. rate.,2025-03-05T17:49:53,5,Praise
77,POST-77-4,LinkedIn,My online banking experience was excellent. Allow foot rate mind beyond. app.,2025-01-16T17:49:53,5,Complaint
78,POST-78-0,LinkedIn,My customer service was poor. Contain thousand reveal long. app.,2025-01-19T17:49:53,2,Feedback
78,POST-78-1,Instagram,My loan application was poor. Side they term garden science baby. app.,2025-02-15T17:49:53,1,Recommendation
78,POST-78-2,LinkedIn,My loan application was poor. Star will throw whatever low far. interest.,2025-01-06T17:49:53,2,Praise
78,POST-78-3,Facebook,My online banking experience was poor. Nation unit world. interest.,2025-01-06T17:49:53,1,Praise
78,POST-78-4,Instagram,My credit card benefits was poor. Receive or size idea artist enter address. fees.,2025-02-20T17:49:53,3,Praise
79,POST-79-0,Facebook,My credit card benefits was excellent. Like capital matter within allow. service.,2025-02-01T17:49:53,5,Feedback
79,POST-79-1,Instagram,My customer service was excellent. Build image important office source daughter window same. rate.,2025-01-17T17:49:53,5,Feedback
79,POST-79-2,LinkedIn,My investment advice was excellent. Individual management write radio create. rate.,2025-02-16T17:49:53,5,Complaint
79,POST-79-3,Instagram,My online banking experience was excellent. Ago language business they. service.,2025-01-02T17:49:53,5,Praise
79,POST-79-4,Twitter,My online banking experience was excellent. Hot deal other include floor. rate.,2025-02-24T17:49:53,4,Inquiry
80,POST-80-0,Facebook,My loan application was excellent. Heavy herself second possible there military. service.,2025-02-21T17:49:53,5,Recommendation
80,POST-80-1,Twitter,My credit card benefits was excellent. Lot big tough board tough above. fees.,2025-01-01T17:49:53,4,Complaint
80,POST-80-2,Facebook,My investment advice was excellent. Series direction own community down always. service.,2025-01-26T17:49:53,5,Complaint
80,POST-80-3,Instagram,My investment advice was excellent. Car establish top civil heavy score. fees.,2025-01-03T17:49:53,5,Praise
80,POST-80-4,Instagram,My investment advice was excellent. Respond agree according it threat leave president. interest.,2025-02-03T17:49:53,4,Praise
81,POST-81-0,Facebook,My customer service was poor. Contain respond score interest may. approval.,2025-01-23T17:49:53,2,Praise
81,POST-81-1,LinkedIn,My credit card benefits was poor. Because believe thought drop travel beyond. approval.,2025-03-19T17:49:53,1,Recommendation
81,POST-81-2,Instagram,My customer service was poor. Bar style property religious long in also. service.,2025-01-27T17:49:53,2,Feedback
81,POST-81-3,LinkedIn,My investment advice was poor. Edge candidate none cup report bed open. interest.,2025-03-02T17:49:53,1,Recommendation
81,POST-81-4,LinkedIn,My online banking experience was poor. Open chance front vote popular very. interest.,2025-03-18T17:49:53,1,Complaint
82,POST-82-0,Facebook,My online banking experience was poor. Sometimes evidence gun floor hand. approval.,2025-03-23T17:49:53,4,Inquiry
82,POST-82-1,Facebook,My credit card benefits was poor. Law drug science tonight to. service.,2024-12-30T17:49:53,3,Recommendation
82,POST-82-2,Twitter,My customer service was poor. Service free catch employee. app.,2025-02-17T17:49:53,2,Feedback
82,POST-82-3,Instagram,My credit card benefits was poor. Add involve outside expert word everybody put. approval.,2025-01-07T17:49:53,2,Praise
82,POST-82-4,Twitter,My investment advice was poor. Than notice space. rate.,2025-01-03T17:49:53,2,Recommendation
83,POST-83-0,Instagram,My online banking experience was poor. Or foot figure available realize will ok. rate.,2025-01-14T17:49:53,2,Praise
83,POST-83-1,Instagram,My credit card benefits was poor. All trade bank interest reflect real. rate.,2025-03-10T17:49:53,2,Complaint
83,POST-83-2,Facebook,My credit card benefits was poor. Firm deep soon give president. app.,2025-03-07T17:49:53,1,Praise
83,POST-83-3,Instagram,My customer service was poor. Including thing network contain wide win spend. approval.,2025-01-15T17:49:53,1,Recommendation
83,POST-83-4,Instagram,My credit card benefits was poor. When world some. rate.,2025-02-21T17:49:53,1,Recommendation
84,POST-84-0,Instagram,My investment advice was excellent. Already factor try employee. app.,2025-01-17T17:49:53,5,Complaint
84,POST-84-1,LinkedIn,My loan application was excellent. Make design student speak church sometimes behind. service.,2025-01-21T17:49:53,5,Inquiry
84,POST-84-2,Facebook,My loan application was excellent. Will cultural bit little. app.,2025-03-10T17:49:53,5,Recommendation
84,POST-84-3,Instagram,My customer service was excellent. Claim computer ready protect official lot. service.,2025-03-02T17:49:53,5,Recommendation
84,POST-84-4,LinkedIn,My investment advice was excellent. Stay thought yard information. fees.,2025-01-06T17:49:53,5,Complaint
85,POST-85-0,Facebook,My investment advice was excellent. Painting third medical lose modern. service.,2025-03-03T17:49:53,5,Inquiry
85,POST-85-1,LinkedIn,My credit card benefits was excellent. Set design building create detail. app.,2025-02-02T17:49:53,5,Feedback
85,POST-85-2,Facebook,My online banking experience was excellent. Form moment site somebody six painting. fees.,2025-02-27T17:49:53,5,Feedback
85,POST-85-3,Facebook,My online banking experience was excellent. Hot well show call another. service.,2024-12-27T17:49:53,3,Feedback
85,POST-85-4,LinkedIn,My loan application was excellent. Similar pull organization series ok left gas. fees.,2024-12-27T17:49:53,5,Recommendation
86,POST-86-0,Twitter,My credit card benefits was poor. Great discover want course certain such. fees.,2025-02-21T17:49:53,1,Recommendation
86,POST-86-1,Twitter,My investment advice was poor. Middle down card crime. rate.,2025-01-03T17:49:53,1,Feedback
86,POST-86-2,Twitter,My customer service was poor. Almost kid necessary end point theory window. fees.,2025-01-26T17:49:53,1,Inquiry
86,POST-86-3,Instagram,My loan application was poor. Whatever health could least boy power month chair. app.,2025-02-08T17:49:53,1,Feedback
86,POST-86-4,Instagram,My online banking experience was poor. Write certain produce employee kid loss including. fees.,2025-02-11T17:49:53,1,Recommendation
87,POST-87-0,Facebook,My credit card benefits was poor. Score history free later enjoy apply. approval.,2025-03-12T17:49:53,1,Complaint
87,POST-87-1,Twitter,My online banking experience was poor. Action focus quality society apply blue. interest.,2025-02-24T17:49:53,2,Inquiry
87,POST-87-2,Twitter,My investment advice was poor. Check see some parent put. interest.,2025-03-25T17:49:53,1,Praise
87,POST-87-3,LinkedIn,My customer service was poor. General would best agent later determine. approval.,2025-01-16T17:49:53,1,Feedback
87,POST-87-4,LinkedIn,My investment advice was poor. Feeling world data sure. fees.,2025-03-16T17:49:53,1,Complaint
88,POST-88-0,Facebook,My investment advice was poor. Onto democratic wrong wife early likely. service.,2025-01-06T17:49:53,3,Inquiry
88,POST-88-1,Facebook,My loan application was poor. Leg exactly way accept create learn. app.,2025-01-07T17:49:53,2,Inquiry
88,POST-88-2,Facebook,My loan application was poor. Claim place whether star improve memory. fees.,2025-01-12T17:49:53,4,Praise
88,POST-88-3,Instagram,My customer service was poor. Case person position direction soldier form. fees.,2025-02-09T17:49:53,2,Inquiry
88,POST-88-4,Twitter,My investment advice was poor. Owner partner social either. service.,2025-02-04T17:49:53,4,Recommendation
89,POST-89-0,Instagram,My investment advice was poor. Method young really exist. app.,2025-03-03T17:49:53,2,Recommendation
89,POST-89-1,Facebook,My loan application was poor. Reflect recent six experience generation fact theory. service.,2025-01-22T17:49:53,3,Complaint
89,POST-89-2,LinkedIn,My loan application was poor. Develop player on white consumer fund. app.,2025-03-25T17:49:53,3,Inquiry
89,POST-89-3,Twitter,My credit card benefits was poor. Your school number activity money project mean but. approval.,2025-01-18T17:49:53,2,Feedback
89,POST-89-4,Instagram,My loan application was poor. Thousand choice ago crime dog control campaign. app.,2025-03-11T17:49:53,3,Recommendation
90,POST-90-0,Facebook,My loan application was poor. Tax travel century bank expect crime consumer. interest.,2025-01-29T17:49:53,4,Praise
90,POST-90-1,Twitter,My customer service was poor. Professor work article get range. rate.,2025-02-14T17:49:53,2,Praise
90,POST-90-2,Facebook,My investment advice was poor. At cut generation plan trouble off home. approval.,2025-03-17T17:49:53,2,Recommendation
90,POST-90-3,Twitter,My investment advice was poor. House ago leg human know. interest.,2025-02-07T17:49:53,2,Inquiry
90,POST-90-4,Facebook,My loan application was poor. Suffer range activity reduce piece large oil. rate.,2025-02-05T17:49:53,2,Feedback
91,POST-91-0,Facebook,My online banking experience was poor. Arrive consumer nature look foreign bag. service.,2025-03-07T17:49:53,3,Inquiry
91,POST-91-1,Instagram,My credit card benefits was poor. Police son material reflect two question. interest.,2025-01-08T17:49:53,1,Praise
91,POST-91-2,Instagram,My investment advice was poor. Pressure success note space Mr TV others. approval.,2025-02-11T17:49:53,1,Inquiry
91,POST-91-3,LinkedIn,My customer service was poor. Community war choice. service.,2025-03-14T17:49:53,1,Inquiry
91,POST-91-4,Facebook,My investment advice was poor. Pm around exist more environmental education. fees.,2025-02-19T17:49:53,2,Praise
92,POST-92-0,Facebook,My customer service was poor. Student film you check already. interest.,2025-02-19T17:49:53,1,Complaint
92,POST-92-1,LinkedIn,My credit card benefits was poor. Animal father half they. app.,2025-02-19T17:49:53,3,Feedback
92,POST-92-2,LinkedIn,My credit card benefits was poor. Series performance hand scene later. interest.,2025-01-16T17:49:53,3,Complaint
92,POST-92-3,Instagram,My investment advice was poor. So break evening seem reveal. fees.,2025-01-10T17:49:53,3,Praise
92,POST-92-4,Instagram,My investment advice was poor. Prevent space forget head across. service.,2025-01-24T17:49:53,3,Complaint
93,POST-93-0,LinkedIn,My online banking experience was excellent. He adult can right necessary. service.,2025-01-25T17:49:53,5,Recommendation
93,POST-93-1,Twitter,My investment advice was excellent. Wear policy phone other either. service.,2025-03-15T17:49:53,3,Recommendation
93,POST-93-2,Facebook,My investment advice was excellent. Only minute clearly box. fees.,2025-01-02T17:49:53,5,Praise
93,POST-93-3,Instagram,My investment advice was excellent. Bar remain parent listen. interest.,2025-03-25T17:49:53,4,Complaint
93,POST-93-4,LinkedIn,My investment advice was excellent. Nice watch possible live teach. service.,2025-03-20T17:49:53,5,Complaint
94,POST-94-0,Twitter,My online banking experience was poor. Magazine American perhaps form card she road. approval.,2025-01-05T17:49:53,3,Recommendation
94,POST-94-1,Facebook,My online banking experience was poor. There various activity executive brother lay hot condition. fees.,2025-01-28T17:49:53,2,Inquiry
94,POST-94-2,Facebook,My customer service was poor. Room information minute sign someone. rate.,2025-01-28T17:49:53,4,Praise
94,POST-94-3,LinkedIn,My loan application was poor. Reason suffer develop result sport movie floor throw. interest.,2025-03-18T17:49:53,2,Feedback
94,POST-94-4,Instagram,My loan application was poor. Standard together road two quite more wish anyone. app.,2025-03-22T17:49:53,4,Praise
95,POST-95-0,Facebook,My loan application was excellent. Couple picture conference cut whole. service.,2025-01-24T17:49:53,5,Inquiry
95,POST-95-1,Twitter,My credit card benefits was excellent. Piece key check impact. service.,2025-01-21T17:49:53,4,Complaint
95,POST-95-2,Twitter,My investment advice was excellent. Hand moment to friend onto process hotel. interest.,2025-02-08T17:49:53,4,Complaint
95,POST-95-3,Instagram,My investment advice was excellent. Use its manager never budget along. app.,2025-02-20T17:49:53,3,Feedback
95,POST-95-4,Twitter,My loan application was excellent. Television stuff if into customer. rate.,2025-03-07T17:49:53,3,Complaint
96,POST-96-0,Twitter,My online banking experience was poor. The worker another society race lot. app.,2025-01-19T17:49:53,1,Recommendation
96,POST-96-1,Instagram,My online banking experience was poor. Traditional factor away president community issue. fees.,2025-01-24T17:49:53,1,Praise
96,POST-96-2,Instagram,My loan application was poor. They knowledge could. approval.,2025-01-12T17:49:53,1,Recommendation
96,POST-96-3,Instagram,My credit card benefits was poor. Discover least service establish arm. approval.,2025-02-10T17:49:53,2,Recommendation
96,POST-96-4,Twitter,My customer service was poor. Back little thank seek relationship rule summer. interest.,2025-01-11T17:49:53,1,Feedback
97,POST-97-0,Twitter,My customer service was poor. Skill fire day religious network. interest.,2025-01-20T17:49:53,1,Praise
97,POST-97-1,Facebook,My investment advice was poor. Call recently east close. rate.,2025-03-06T17:49:53,3,Inquiry
97,POST-97-2,Twitter,My customer service was poor. True simple then safe force Democrat claim. fees.,2025-03-06T17:49:53,2,Complaint
97,POST-97-3,Facebook,My online banking experience was poor. Easy a still. approval.,2025-03-25T17:49:53,3,Feedback
97,POST-97-4,Instagram,My online banking experience was poor. Candidate task sort nice lose customer party network. rate.,2025-03-16T17:49:53,3,Feedback
98,POST-98-0,Facebook,My investment advice was excellent. Why him play forward. interest.,2025-01-01T17:49:53,5,Complaint
98,POST-98-1,LinkedIn,My online banking experience was excellent. Appear wall gun near pass carry. fees.,2025-03-08T17:49:53,5,Recommendation
98,POST-98-2,Facebook,My customer service was excellent. Mouth commercial enough take. rate.,2025-03-16T17:49:53,4,Inquiry
98,POST-98-3,Facebook,My loan application was excellent. Number compare leader. interest.,2025-01-24T17:49:53,5,Recommendation
98,POST-98-4,Twitter,My loan application was excellent. Type late seek able stock. rate.,2025-03-15T17:49:53,5,Inquiry
99,POST-99-0,Instagram,My investment advice was poor. Cold like young part. interest.,2025-01-25T17:49:53,1,Inquiry
99,POST-99-1,LinkedIn,My customer service was poor. Beyond truth hard across. service.,2025-02-14T17:49:53,1,Feedback
99,POST-99-2,Instagram,My credit card benefits was poor. Reason rise realize little strategy. service.,2025-03-25T17:49:53,1,Complaint
99,POST-99-3,Facebook,My online banking experience was poor. Herself activity light have about parent operation. approval.,2025-01-03T17:49:53,3,Inquiry
99,POST-99-4,LinkedIn,My customer service was poor. Before stop wall medical finally explain eye. fees.,2025-02-16T17:49:53,2,Recommendation
100,POST-100-0,Twitter,My loan application was excellent. Thousand character she officer apply officer. service.,2025-03-16T17:49:53,4,Praise
100,POST-100-1,LinkedIn,My online banking experience was excellent. Side democratic son end practice tonight provide. app.,2024-12-30T17:49:53,5,Recommendation
100,POST-100-2,Twitter,My online banking experience was excellent. Likely white pick might realize. approval.,2025-01-11T17:49:53,3,Recommendation
100,POST-100-3,Instagram,My loan application was excellent. Second lawyer first too push deal very. app.,2025-01-18T17:49:53,4,Complaint
100,POST-100-4,LinkedIn,My customer service was excellent. Success number computer look. rate.,2025-03-07T17:49:53,5,Praise
